mut_index	VAR_0	TOT_0	cluster	state_tree	true_cluster_DCF0	point_estimate_DCF0	cmm_CCF0	Explained	LHs
6.67730904.A.G	41	41	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	1.0;(0.9997,0.9999)	1.0	0.8644	0;1;2;3;4;5;6	3772.501882891952;16.915246890454245;3772.501882891952;72.1639653770125;25.794343841102307;99.74737296858186;16.23540092344404
19.20754708.A.G	24	50	4	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.6686761521292605;(0.6536,0.6834)	0.6948	1.2048	0;1;2;3;4;5;6	2174.1185278489006;-0.8739474217370926;2174.1185278489006;11.887187069238045;-1.7349488163159137;25.67777733549709;-1.063874689696064
19.20754685.G.A	31	44	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	1.0;(0.9997,0.9999)	1.0	0.884204545455	0;1;2;3;4;5;6	2826.7259690799283;-0.5561169761724081;2826.7259690799283;30.19996868475103;3.1964862113534345;49.87781855543709;-0.7625042699978337
6.67862927.A.G	22	37	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9723,0.9754)	0.948702702703	0.770951351351	0;1;2;3;4;5;6	1999.6771359559225;-1.6102434961570182;1999.6771359559225;16.69248425420243;-0.7505174402976742;30.18376133516028;-1.587099000203409
6.67862959.T.C	17	27	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	1.0;(0.9997,0.9999)	1.0	0.816377777778	0;1;2;3;4;5;6	1546.477606121982;-1.446552959977435;1546.477606121982;13.899501551692342;-0.3680877954652182;24.463473696241362;-1.4698137168951213
6.68478866.A.C	75	75	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	1.0;(0.9997,0.9999)	1.0	0.8644	0;1;2;3;4;5;6	6903.424545641851;33.448991980575165;6903.424545641851;134.5137209194012;49.69124250005332;184.97117383080857;32.20537130921503
6.68671782.C.A	5	34	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.40723422982990287;(0.4067,0.4074)	0.381352941176	0.381352941176	0;1;2;3;4;5;6	444.4253737050721;2.459835751440135;444.4253737050721;-1.8811357460408793;-0.6666972351872111;-1.0491520465200033;2.800112075663673
6.68746274.G.A	5	90	5	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2015,0.2141)	0.144066666667	0.144066666667	0;1;2;3;4;5;6	438.40761256562564;22.808942358727958;438.40761256562564;1.667857701920159;10.015528365497108;-2.3892414846308583;24.062642407844887
6.68840649.C.T	4	70	5	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2015,0.2141)	0.148182857143	0.148182857143	0;1;2;3;4;5;6	350.42218676114027;17.00157674752446;350.42218676114027;0.6887130634827479;7.112091303175617;-2.382356182684074;17.971914510928947
7.57601191.G.C	5	42	3	(1,1,0)->(2,1,0);(2,1,0)->(2,1,1)	0.40723422982990287;(0.4067,0.4074)	0.352607142857	0.352607142857	0;1;2;3;4;5;6	443.10204128094;2.8970313141746438;443.10204128094;-2.021335297861933;-0.5062691603560445;-1.4386399976541995;3.2551272794207513
19.20754785.C.T	15	35	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	1.0;(0.9997,0.9999)	1.0	1.07571428571	0;1;2;3;4;5;6	1356.0662490988786;-1.4629070006654317;1356.0662490988786;5.3355207673183855;-1.4642653232780702;13.614861606991155;-1.5171033540562462
19.20754772.G.T	16	39	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	1.0;(0.9997,0.9999)	1.0	1.02974358974	0;1;2;3;4;5;6	1445.612355475277;-1.6004594999679824;1445.612355475277;5.1279606574922525;-1.3633450223107388;13.808245074592485;-1.6295986373255005
7.57467435.C.T	3	45	5	(1,1,0)->(2,1,0);(2,1,0)->(2,1,1)	0.2078096433256718;(0.2015,0.2141)	0.19746	0.19746	0;1;2;3;4;5;6	262.9212769926423;6.691571613942907;262.9212769926423;-1.2241398007233606;1.8225629196786706;-2.362805617867492;7.169096336333629
11.28227788.G.C	4	24	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.40723422982990287;(0.4067,0.4074)	0.423	0.423	0;1;2;3;4;5;6	355.92367994716824;1.0218050483602799;355.92367994716824;-1.6730636780753425;-1.0386161505466642;-0.7713701380291944;1.2534405094645695
11.28227795.G.A	5	25	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.40723422982990287;(0.4067,0.4074)	0.5076	0.5076	0;1;2;3;4;5;6	446.37842504134267;0.331072127298631;446.37842504134267;-1.4919791785600651;-1.353442993249848;0.08248040030484738;0.5361582531693827
7.57185944.A.G	20	73	4	(1,1,0)->(2,1,0);(2,1,0)->(2,1,1)	0.6686761521292605;(0.6536,0.6834)	0.811479452055	0.811479452055	0;1;2;3;4;5;6	1797.1619049764342;-1.530031715333422;1797.1619049764342;2.6169911045612224;-1.5792084161403324;12.088524059964541;-1.3579195012222414
11.28998031.C.T	3	47	5	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2015,0.2141)	0.162	0.162	0;1;2;3;4;5;6	262.7453181296362;10.604965840628054;262.7453181296362;-0.38028639687649246;3.891783948553684;-2.298603633923804;11.268549999412006
9.118028325.C.G	8	19	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	1.0;(0.9997,0.9999)	1.0	1.09427368421	0;1;2;3;4;5;6	722.5985240459603;-1.2108966130548637;722.5985240459603;2.4736249435831645;-1.1267927377815052;6.897789678966724;-1.2445032399766855
8.94820606.A.T	47	47	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	1.0;(0.9997,0.9999)	1.0	0.875233333333	0;1;2;3;4;5;6	4324.988773817899;19.424651986510476;4324.988773817899;83.72337028875175;29.372777131875612;115.3433741132337;18.661023629532018
8.94625817.G.C	4	32	3	(1,1,0)->(2,1,0);(2,1,0)->(2,1,1)	0.40723422982990287;(0.4067,0.4074)	0.3282125	0.3282125	0;1;2;3;4;5;6	354.42694482899526;2.956716223823861;354.42694482899526;-1.8129263062664407;-0.2856240061647899;-1.5320893852289643;3.298173035875383
8.94562840.A.G	16	60	4	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	0.6686761521292605;(0.6536,0.6834)	0.700186666667	0.700186666667	0;1;2;3;4;5;6	1436.904543483782;-0.4890252244838251;1436.904543483782;0.48490574240728535;-1.9324722532694736;7.461662423991321;-0.21035806210007735
8.94479205.T.A	47	47	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	1.0;(0.9997,0.9999)	1.0	0.875233333333	0;1;2;3;4;5;6	4324.988773817899;19.424651986510476;4324.988773817899;83.72337028875175;29.372777131875612;115.3433741132337;18.661023629532018
8.94363968.C.T	12	79	3	(1,1,0)->(2,1,0);(2,1,0)->(2,1,1)	0.40723422982990287;(0.4067,0.4074)	0.398840506329	0.398840506329	0;1;2;3;4;5;6	1069.2918689610642;7.003019573655088;1069.2918689610642;-2.292782744802743;0.1574773564813725;0.013080267668222234;7.755599988354064
8.93983841.G.C	6	78	5	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2015,0.2141)	0.201976923077	0.201976923077	0;1;2;3;4;5;6	528.8869654413955;15.584264131100248;528.8869654413955;-0.4168913201759281;5.635791775307435;-2.578022261017125;16.576078798805035
8.93853080.C.A	4	61	5	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2015,0.2141)	0.17217704918	0.17217704918	0;1;2;3;4;5;6	351.12133544350263;13.090327049210941;351.12133544350263;-0.2311174151487272;4.9325235421061215;-2.4465872724287454;13.89542566256905
8.93396316.C.A	3	8	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	0.9738;(0.9723,0.9754)	0.9846375	0.9846375	0;1;2;3;4;5;6	270.0876348912141;-0.929778747977406;270.0876348912141;0.21122490439658925;-0.704751688179301;1.7991253004533148;-0.9294885120734309
8.92667153.T.G	4	56	5	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2015,0.2141)	0.18755	0.18755	0;1;2;3;4;5;6	351.5566566054767;11.20854127827472;351.5566566054767;-0.6384545767281651;3.8982314396382023;-2.423526713608613;11.93370165002824
8.92646654.C.T	5	61	5	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2015,0.2141)	0.215221311475	0.215221311475	0;1;2;3;4;5;6	440.79112580786403;11.185189169622987;440.79112580786403;-0.9695481522883966;3.57279047457029;-2.426172426669737;11.947750799426636
10.107505008.C.T	11	70	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.40723422982990287;(0.4067,0.4074)	0.382642857143	0.382642857143	0;1;2;3;4;5;6	980.4718541818852;7.546505969092287;980.4718541818852;-2.1964197499340656;0.49256835501544316;-0.3305638568509508;8.321960118440344
10.107592248.A.C	5	41	5	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2015,0.2141)	0.296951219512	0.296951219512	0;1;2;3;4;5;6	443.25232348398936;5.702580005460881;443.25232348398936;-1.734689237983499;0.7549822423935666;-1.7478851323852496;6.221187331479811
10.107463405.C.G	12	12	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	1.0;(0.9997,0.9999)	1.0	0.811666666667	0;1;2;3;4;5;6	1102.6758952796804;4.001552382554788;1102.6758952796804;10.17477716970825;6.930652948638524;26.968005256503847;3.7804335304140895
10.107504926.G.A	22	22	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	1.0;(0.9997,0.9999)	1.0	0.811666666667	0;1;2;3;4;5;6	2023.139387618831;8.903092307434113;2023.139387618831;20.220671083882124;14.273110011920963;51.008255909674055;8.497707745176164
10.106865675.C.A	9	43	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.40723422982990287;(0.4067,0.4074)	0.509651162791	0.509651162791	0;1;2;3;4;5;6	804.9960173507786;1.6772658790841888;804.9960173507786;-1.6173805517008653;-1.3874226730570598;1.248100269644418;2.0534895307141667
10.107214810.A.C	5	59	5	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2015,0.2141)	0.206355932203	0.206355932203	0;1;2;3;4;5;6	440.99644918111477;12.639103033306466;440.99644918111477;-0.6963443833024208;4.277941192809333;-2.3980533219519593;13.483387360418707
10.106627228.C.T	4	25	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.40723422982990287;(0.4067,0.4074)	0.3896	0.3896	0;1;2;3;4;5;6	355.7101058468702;1.6869388874020252;355.7101058468702;-1.7069992989821916;-0.7919282228322366;-0.9858670286628826;1.9606980477434046
10.106627288.C.T	7	21	3	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.40723422982990287;(0.4067,0.4074)	0.376666666667	0.811666666667	0;1;2;3;4;5;6	629.9690272303017;-1.189683797316622;629.9690272303017;-1.3806448403116267;-1.2133355312527812;3.7216405826881047;-1.1222248097676957
10.106582029.C.T	10	10	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	1.0;(0.9997,0.9999)	1.0	0.811666666667	0;1;2;3;4;5;6	918.63614192482;3.0741895105485675;918.63614192482;8.218543499843117;5.515106648951681;22.212900238839445;2.8899238004313172
10.106627130.A.C	8	8	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	1.0;(0.9997,0.9999)	1.0	0.811666666667	0;1;2;3;4;5;6	734.6300051807584;2.1804432493413306;734.6300051807584;6.29592644077697;4.133176960063821;17.491411831974037;2.033030681247531
20.23632200.A.G	19	49	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	1.0;(0.9997,0.9999)	1.0	1.06469795918	0;1;2;3;4;5;6	1715.4850242597313;-1.644923509205853;1715.4850242597313;6.596738365420144;0.7310324041683458;16.92425069355074;-1.7024824127297364
20.23632211.C.T	51	52	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	1.0;(0.9997,0.9999)	1.0	0.897665384615	0;1;2;3;4;5;6	4689.35205407572;16.92969323773237;4689.35205407572;89.5693996085038;64.3964748067255;123.79863284127995;16.18437481562283
20.23784306.A.G	6	9	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	1.0;(0.9997,0.9999)	1.0	0.915266666667	0;1;2;3;4;5;6	545.8870204267336;-0.9728878609221701;545.8870204267336;5.198837418175503;2.579030318954625;8.989929410145496;-0.9860270684197259
20.23784551.G.C	12	27	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	1.0;(0.9997,0.9999)	1.0	1.22035555556	0;1;2;3;4;5;6	1085.237587379463;-0.9943412876227349;1085.237587379463;5.306033201132582;1.1334018649605255;12.15170446224479;-1.0894940774685224
20.24379643.A.C	4	62	5	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2015,0.2141)	0.177148387097	0.177148387097	0;1;2;3;4;5;6	351.03864372765753;12.173405994781547;351.03864372765753;-0.4302046144929612;4.462261795704581;-2.4855557841080422;12.931173687946458
20.24667628.A.G	57	93	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9723,0.9754)	0.937109677419	0.84145483871	0;1;2;3;4;5;6	5185.748372996366;-2.0391821466963336;5185.748372996366;50.41464428071893;26.41562922334535;85.81625760207741;-1.9700346714801498
20.24667742.C.G	37	69	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9723,0.9754)	0.726585507246	0.736192753623	0;1;2;3;4;5;6	3358.275465976313;-0.7404693361630095;3358.275465976313;26.198888515049916;11.643885696592392;48.47252004795655;-0.472348545467284
20.24668127.G.A	40	71	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9723,0.9754)	0.801129577465	0.773464788732	0;1;2;3;4;5;6	3633.5706224967116;-1.3357914894816432;3633.5706224967116;30.748616909284316;14.587326412808103;55.12238130562813;-1.1388969513490181
20.24808304.G.T	10	67	3	(1,1,0)->(2,1,0);(2,1,0)->(2,1,1)	0.40723422982990287;(0.4067,0.4074)	0.409820895522	0.409820895522	0;1;2;3;4;5;6	890.5778563585609;4.873963528104838;890.5778563585609;-2.2213135871635856;-0.42286888164012026;-0.15823377688521134;5.457539261004754
20.24882411.T.C	3	39	5	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2015,0.2141)	0.211215384615	0.211215384615	0;1;2;3;4;5;6	263.5010254558993;6.067370011503794;263.5010254558993;-1.30462066636818;1.4755767560552258;-2.2323734412230074;6.523976164899153
2.91904191.G.C	4	16	4	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	0.6686761521292605;(0.6536,0.6834)	0.603475	0.603475	0;1;2;3;4;5;6	358.07380975492026;-0.510259301901911;358.07380975492026;-1.0372950241659247;-1.3126782451259036;0.5499626491310785;-0.3961280987695517
1.44948466.G.C	3	46	5	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2015,0.2141)	0.158836956522	0.158836956522	0;1;2;3;4;5;6	262.8323295066258;11.225955666942372;262.8323295066258;-0.24457445252279442;4.201589571997971;-2.2589972254998187;11.924045278609285
1.45176925.G.A	14	72	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.40723422982990287;(0.4067,0.4074)	0.473569444444	0.473569444444	0;1;2;3;4;5;6	1251.8263156739654;4.8244954066500085;1251.8263156739654;-1.9697578706070757;-0.9086541740325984;2.009482682457204;5.5018461507599525
1.44223886.A.G	13	30	4	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.6686761521292605;(0.6536,0.6834)	0.619883333333	1.05538333333	0;1;2;3;4;5;6	1175.3092621068488;-1.4384850766080852;1175.3092621068488;4.326264635535434;-1.4836723996879044;11.47789162575225;-1.476148771963878
1.44383123.A.G	15	21	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	1.0;(0.9997,0.9999)	1.0	0.869821428571	0;1;2;3;4;5;6	1367.5583970404432;-0.6010380618148545;1367.5583970404432;13.932949375592488;1.4969994762489076;23.461734717487907;-0.7221635051152884
1.44383295.T.A	20	33	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	1.0;(0.9997,0.9999)	1.0	0.73803030303	0;1;2;3;4;5;6	1818.375027166916;-1.5161058957346043;1818.375027166916;14.455951680825564;-0.020278321601004734;26.69207776969776;-1.548293189173215
1.44383489.T.C	48	48	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	1.0;(0.9997,0.9999)	1.0	0.811833333333	0;1;2;3;4;5;6	4417.071558250457;22.36700916024771;4417.071558250457;81.95708354548574;34.0787035922652;114.24985340878645;21.482844678792357
1.43478116.T.C	10	20	4	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.6686761521292605;(0.6536,0.6834)	0.78225	1.21775	0;1;2;3;4;5;6	905.8627234452924;-1.0578301344472294;905.8627234452924;4.543584015844788;-1.2210054143464202;10.33340233672236;-0.9834044728264875
1.44033768.C.A	10	21	4	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.6686761521292605;(0.6536,0.6834)	0.724261904762	1.15976190476	0;1;2;3;4;5;6	905.1695762647325;-1.0813755820410016;905.1695762647325;4.033407782026984;-1.3101743421579162;9.729441896173547;-1.1479127997009542
1.44199979.G.T	11	26	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	1.0;(0.9997,0.9999)	1.0	1.03040384615	0;1;2;3;4;5;6	993.9814815200886;-1.4139649075433347;993.9814815200886;3.262311934664748;-1.394707214520352;9.255975260706045;-1.43470377510031
1.44223845.A.C	6	37	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.40723422982990287;(0.4067,0.4074)	0.394945945946	0.394945945946	0;1;2;3;4;5;6	534.3236984693825;3.03059451069144;534.3236984693825;-1.8935115197324457;-0.5910530710325084;-0.7642256954810875;3.431993060648203
11.47060615.A.G	5	31	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.40723422982990287;(0.4067,0.4074)	0.40935483871	0.40935483871	0;1;2;3;4;5;6	445.0082526464782;1.864910881075044;445.0082526464782;-1.812781947406652;-0.8888178931756752;-0.7751335531104111;2.171346847557327
11.47060753.G.C	8	8	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	1.0;(0.9997,0.9999)	1.0	0.846	0;1;2;3;4;5;6	734.6300051807584;1.9473784259938332;734.6300051807584;12.44072042348506;3.7508295928471402;17.82284873403518;1.8099234083337303
7.122461221.T.G	5	72	5	(1,1,0)->(2,1,0);(2,1,0)->(2,1,1)	0.2078096433256718;(0.2015,0.2141)	0.2056875	0.2056875	0;1;2;3;4;5;6	439.7725954525627;11.527131851494048;439.7725954525627;-0.9134945293975676;3.8404549988636205;-2.5857734674758497;12.283208336805387
7.122611367.G.T	20	47	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	1.0;(0.9997,0.9999)	1.0	1.26038297872	0;1;2;3;4;5;6	1808.2873058347623;-0.7695710406091649;1808.2873058347623;9.896743578959843;2.8935117862703663;21.32258754087772;-0.9423752772211884
7.122402087.C.T	17	35	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	1.0;(0.9997,0.9999)	1.0	1.43863714286	0;1;2;3;4;5;6	1539.938687351978;0.26701685757227267;1539.938687351978;10.574557146067015;4.087394362806329;20.658595263014405;0.05446647064129451
7.122402089.C.T	17	35	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	1.0;(0.9997,0.9999)	1.0	1.43863714286	0;1;2;3;4;5;6	1539.938687351978;0.26701685757227267;1539.938687351978;10.574557146067015;4.087394362806329;20.658595263014405;0.05446647064129451
7.122231302.C.A	9	14	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9723,0.9754)	0.942178571429	0.952039285714	0;1;2;3;4;5;6	818.6206813168791;-1.181853261883008;818.6206813168791;8.287374996187461;4.363986814680516;13.966440305842005;-1.1735393237319176
7.122402085.C.T	26	31	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	1.0;(0.9997,0.9999)	1.0	0.828058064516	0;1;2;3;4;5;6	2379.1797307614765;0.8504858610416086;2379.1797307614765;36.81992227676914;24.466041277548328;53.93601024634269;0.6302454535128845
7.122461177.G.A	9	67	3	(1,1,0)->(2,1,0);(2,1,0)->(2,1,1)	0.40723422982990287;(0.4067,0.4074)	0.397867164179	0.397867164179	0;1;2;3;4;5;6	800.2323105563513;4.434889324674042;800.2323105563513;-2.261789443253349;-0.46315030109260036;-0.5665119545707711;4.9653743130316705
7.122461200.C.T	6	75	5	(1,1,0)->(2,1,0);(2,1,0)->(2,1,1)	0.2078096433256718;(0.2015,0.2141)	0.236952	0.236952	0;1;2;3;4;5;6	529.1690863042991;10.729902364052016;529.1690863042991;-1.340390580853004;3.1335731645734057;-2.490235095998262;11.485961548800837
7.122423262.C.A	5	35	3	(1,1,0)->(2,1,0);(2,1,0)->(2,1,1)	0.40723422982990287;(0.4067,0.4074)	0.423128571429	0.423128571429	0;1;2;3;4;5;6	444.24305214827814;1.2474813628502552;444.24305214827814;-1.9156913031201448;-1.1563646234571596;-0.806835347312342;1.5127152067478065
7.122423268.C.A	5	38	3	(1,1,0)->(2,1,0);(2,1,0)->(2,1,1)	0.40723422982990287;(0.4067,0.4074)	0.389723684211	0.389723684211	0;1;2;3;4;5;6	443.72721709852925;1.9276009496710174;443.72721709852925;-1.987797693184886;-0.9045826744463703;-1.1044391612056828;2.2326328455750932
11.123735881.G.A	6	54	5	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2015,0.2141)	0.282	0.282	0;1;2;3;4;5;6	531.5461517303877;7.905372828098557;531.5461517303877;-1.700854829423875;1.6071000686314179;-1.9587480730606721;8.556875541589584
11.123749202.G.C	6	70	5	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2015,0.2141)	0.217542857143	0.217542857143	0;1;2;3;4;5;6	529.666149570404;13.769400397824032;529.666149570404;-0.7825379866930646;4.619891228484253;-2.4719277225129908;14.69116935294581
11.122929444.T.C	6	84	5	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2015,0.2141)	0.181285714286	0.181285714286	0;1;2;3;4;5;6	528.3547219783733;19.23399881928879;528.3547219783733;0.3545635486513561;7.589657791310444;-2.587385617828808;20.392250735837468
11.123012315.C.T	8	60	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.40723422982990287;(0.4067,0.4074)	0.3384	0.3384	0;1;2;3;4;5;6	711.0536216760738;7.057894175739737;711.0536216760738;-2.0411263223775116;0.7986244705213643;-1.3113616114225586;7.723864779171375
11.122912041.T.A	12	30	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	1.0;(0.9997,0.9999)	1.0	1.0152	0;1;2;3;4;5;6	1083.5312807875216;-1.5024219493887863;1083.5312807875216;3.3954625296653482;-1.173836734374003;9.858221441784504;-1.5169644503566317
11.122912087.A.G	14	30	4	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.6686761521292605;(0.6536,0.6834)	0.6464	1.1844	0;1;2;3;4;5;6	1267.2185098121697;-1.0741526714265497;1267.2185098121697;6.18558048965577;-1.4968067022561158;14.17280854093535;-1.1755771230653131
11.123340484.T.C	5	20	4	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	0.6686761521292605;(0.6536,0.6834)	0.6345	0.6345	0;1;2;3;4;5;6	447.82364282695517;-0.643719377622979;447.82364282695517;-0.9212360812958416;-1.4372231200862569;1.1005661513762988;-0.523091452261836
11.123735879.G.A	46	53	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	1.0;(0.9997,0.9999)	1.0	1.10139622642	0;1;2;3;4;5;6	4213.914195242531;7.327687370999627;4213.914195242531;62.550072451896476;15.875353446474158;92.87103052222955;6.7183596361341245
11.123340386.T.A	9	48	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.40723422982990287;(0.4067,0.4074)	0.475875	0.475875	0;1;2;3;4;5;6	803.7984772722365;2.3652476012776944;803.7984772722365;-1.8435655105794595;-1.201486442560693;0.7220561390930484;2.7850775481508094
11.123340480.T.C	7	21	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,1)	0.9738;(0.9723,0.9754)	0.846	0.846	0;1;2;3;4;5;6	629.9690272303017;-1.2732928628554934;629.9690272303017;0.5019321950626665;-1.1367821729848;3.958735036133783;-1.2226552480633437
3.145614307.T.C	32	52	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	1.0;(0.9997,0.9999)	1.0	0.754707692308	0;1;2;3;4;5;6	2910.871366732616;-1.6682412828130992;2910.871366732616;24.652667571988765;0.8262772493034873;44.320644529074656;-1.733347708397467
3.145614150.G.A	22	31	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	1.0;(0.9997,0.9999)	1.0	0.870348387097	0;1;2;3;4;5;6	2005.989931210562;-0.5200452556917163;2005.989931210562;20.85218540367834;2.431414254592287;34.8157969293896;-0.6876535560281738
3.144101557.G.A	27	43	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	1.0;(0.9997,0.9999)	1.0	0.770065116279	0;1;2;3;4;5;6	2456.7040280172996;-1.5137128691274064;2456.7040280172996;21.298139260055255;0.8188094090874642;37.974393280070245;-1.5912762427992284
3.143856252.G.A	4	63	5	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2015,0.2141)	0.155733333333	0.155733333333	0;1;2;3;4;5;6	350.9572980882036;16.08478014563028;350.9572980882036;0.4378643917149212;6.522289560227605;-2.3596534940980725;17.033116641658626
3.142154062.C.A	4	26	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.40723422982990287;(0.4067,0.4074)	0.377353846154	0.377353846154	0;1;2;3;4;5;6	355.50531143422415;1.9158238116011326;355.50531143422415;-1.7316875162082344;-0.7068998033447329;-1.0872132745592271;2.2028424776699485
3.141757460.A.C	5	41	3	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.40723422982990287;(0.4067,0.4074)	0.29912195122	0.29912195122	0;1;2;3;4;5;6	443.25232348398936;5.565308341667922;443.25232348398936;-1.7507007538208423;0.6926330324752428;-1.7358358729332846;6.076006040595992
3.145167706.A.C	35	63	1	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	0.9738;(0.9723,0.9754)	0.909866666667	1.36266666667	0;1;2;3;4;5;6	3178.4768494498917;-1.7762204531249708;3178.4768494498917;22.78717662620945;-0.6422466758129346;43.729237185705806;-1.689021816512792
3.145167701.A.C	4	57	5	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2015,0.2141)	0.172126315789	0.172126315789	0;1;2;3;4;5;6	351.4665055084824;13.558803293468621;351.4665055084824;-0.1422630940511702;5.121680324896783;-2.381620094329783;14.39989906031434
3.144859262.A.T	31	31	6	(1,1,0)->(1,1,1);(1,1,1)->(2,1,2)	1.0;(0.9997,0.9999)	1.0	0.8176	0;1;2;3;4;5;6	2851.739779409817;13.33428748368224;2851.739779409817;52.19777063052244;20.79438107523193;73.05351783390417;12.770126605586414
3.144859204.C.T	5	47	5	(1,1,0)->(1,1,1);(1,1,0)->(2,1,0)	0.2078096433256718;(0.2015,0.2141)	0.260936170213	0.260936170213	0;1;2;3;4;5;6	442.402468093102;7.750637223221098;442.402468093102;-1.5112212386632287;1.7525942971975859;-2.054517243310052;8.368575651331799
