GDC_Aliquot	Chromosome	Start	End	Num_Probes	Segment_Mean
0896cb74-deee-46cd-ac66-19f50e4e9503	16	11535928	11536077	2	-2.5723
0896cb74-deee-46cd-ac66-19f50e4e9503	16	11536092	27320653	9473	0.0096
0896cb74-deee-46cd-ac66-19f50e4e9503	16	27326291	27339366	12	-0.6783
0896cb74-deee-46cd-ac66-19f50e4e9503	16	27341867	32072367	1784	0.0012
0896cb74-deee-46cd-ac66-19f50e4e9503	16	32081442	35906467	491	0.1113
0896cb74-deee-46cd-ac66-19f50e4e9503	16	35910712	55764867	6473	0.0121
0896cb74-deee-46cd-ac66-19f50e4e9503	16	55770436	55788532	15	-0.8105
0896cb74-deee-46cd-ac66-19f50e4e9503	16	55808442	55809810	6	0.1176
0896cb74-deee-46cd-ac66-19f50e4e9503	16	55809824	55824881	7	0.6713
0896cb74-deee-46cd-ac66-19f50e4e9503	16	55834527	70105639	8735	0.0069
0896cb74-deee-46cd-ac66-19f50e4e9503	16	70117657	70164453	14	0.5306
0896cb74-deee-46cd-ac66-19f50e4e9503	16	70164493	77561388	4668	0.0217
0896cb74-deee-46cd-ac66-19f50e4e9503	16	77561438	77561468	2	-1.4479
0896cb74-deee-46cd-ac66-19f50e4e9503	16	77562124	78337711	835	-0.0009
0896cb74-deee-46cd-ac66-19f50e4e9503	16	78338543	78345778	13	1.0051
0896cb74-deee-46cd-ac66-19f50e4e9503	16	78349243	84602483	6854	0.0231
0896cb74-deee-46cd-ac66-19f50e4e9503	16	84602883	84603175	3	-1.4174
0896cb74-deee-46cd-ac66-19f50e4e9503	16	84604886	90096867	3755	0.0178
0896cb74-deee-46cd-ac66-19f50e4e9503	17	150733	22441255	12751	-0.1631
0896cb74-deee-46cd-ac66-19f50e4e9503	17	22445538	41257158	8044	0.0097
0896cb74-deee-46cd-ac66-19f50e4e9503	17	41258395	41274279	28	0.4887
0896cb74-deee-46cd-ac66-19f50e4e9503	17	41276472	41376617	116	0.0906
0896cb74-deee-46cd-ac66-19f50e4e9503	17	41376729	45436394	2021	-0.0017
0896cb74-deee-46cd-ac66-19f50e4e9503	17	45442744	46078715	353	0.0839
0896cb74-deee-46cd-ac66-19f50e4e9503	17	46080121	46284997	130	0.4291
0896cb74-deee-46cd-ac66-19f50e4e9503	17	46286804	51413876	2462	0.0107
0896cb74-deee-46cd-ac66-19f50e4e9503	17	51415729	51415836	2	-2.2452
0896cb74-deee-46cd-ac66-19f50e4e9503	17	51418878	53634671	1603	0.0132
0896cb74-deee-46cd-ac66-19f50e4e9503	17	53637058	53637331	2	-1.4811
0896cb74-deee-46cd-ac66-19f50e4e9503	17	53637939	56083648	1735	0.0081
0896cb74-deee-46cd-ac66-19f50e4e9503	17	56083690	56090492	19	0.3598
0896cb74-deee-46cd-ac66-19f50e4e9503	17	56093383	57610128	1177	0.0164
0896cb74-deee-46cd-ac66-19f50e4e9503	17	57610972	57611632	2	-1.7584
0896cb74-deee-46cd-ac66-19f50e4e9503	17	57614632	77361314	11689	0.0019
0896cb74-deee-46cd-ac66-19f50e4e9503	17	77363308	77372055	11	-0.5482
0896cb74-deee-46cd-ac66-19f50e4e9503	17	77374386	80655063	1893	0.0072
0896cb74-deee-46cd-ac66-19f50e4e9503	17	80655993	80685817	11	-0.5991
0896cb74-deee-46cd-ac66-19f50e4e9503	17	80687840	83091923	940	-0.0052
0896cb74-deee-46cd-ac66-19f50e4e9503	18	48133	1512141	1027	0.1564
0896cb74-deee-46cd-ac66-19f50e4e9503	18	1512238	5805064	3074	0.0183
0896cb74-deee-46cd-ac66-19f50e4e9503	18	5807861	5991271	150	0.1454
0896cb74-deee-46cd-ac66-19f50e4e9503	18	5991481	5991587	2	-1.3317
0896cb74-deee-46cd-ac66-19f50e4e9503	18	5992487	6602285	416	0.1974
0896cb74-deee-46cd-ac66-19f50e4e9503	18	6603955	6604732	3	-0.7839
0896cb74-deee-46cd-ac66-19f50e4e9503	18	6610813	7586534	773	0.1553
0896cb74-deee-46cd-ac66-19f50e4e9503	18	7587846	11446202	2953	0.0119
0896cb74-deee-46cd-ac66-19f50e4e9503	18	11446246	11451325	4	-1.182
0896cb74-deee-46cd-ac66-19f50e4e9503	18	11451642	21024755	2010	0.0064
0896cb74-deee-46cd-ac66-19f50e4e9503	18	21028413	21391682	149	-0.163
0896cb74-deee-46cd-ac66-19f50e4e9503	18	21395941	22023538	269	0.1239
0896cb74-deee-46cd-ac66-19f50e4e9503	18	22024780	28613464	4210	-0.1642
0896cb74-deee-46cd-ac66-19f50e4e9503	18	28613572	28616166	5	-1.3286
0896cb74-deee-46cd-ac66-19f50e4e9503	18	28616668	53740727	16686	-0.1512
0896cb74-deee-46cd-ac66-19f50e4e9503	18	53740772	53741814	6	0.6891
0896cb74-deee-46cd-ac66-19f50e4e9503	18	53751899	66239629	8663	-0.1567
0896cb74-deee-46cd-ac66-19f50e4e9503	18	66240197	66242480	6	-1.132
0896cb74-deee-46cd-ac66-19f50e4e9503	18	66243219	67292086	668	-0.1562
0896cb74-deee-46cd-ac66-19f50e4e9503	18	67292135	67300028	18	-0.6528
0896cb74-deee-46cd-ac66-19f50e4e9503	18	67300481	70416928	2369	-0.1388
0896cb74-deee-46cd-ac66-19f50e4e9503	18	70416959	70431004	5	-1.0772
0896cb74-deee-46cd-ac66-19f50e4e9503	18	70431332	71275327	538	-0.1697
0896cb74-deee-46cd-ac66-19f50e4e9503	18	71276403	72842589	1187	-0.0826
0896cb74-deee-46cd-ac66-19f50e4e9503	18	72842607	80257174	5465	-0.163
0896cb74-deee-46cd-ac66-19f50e4e9503	19	90910	4288208	1130	-0.1793
0896cb74-deee-46cd-ac66-19f50e4e9503	19	4288558	4299133	2	-1.7832
0896cb74-deee-46cd-ac66-19f50e4e9503	19	4300624	8266491	1771	-0.1874
0896cb74-deee-46cd-ac66-19f50e4e9503	19	8266960	9240429	525	-0.0228
0896cb74-deee-46cd-ac66-19f50e4e9503	19	9242312	9282434	16	0.3228
0896cb74-deee-46cd-ac66-19f50e4e9503	19	9289113	9490715	129	0.5128
0896cb74-deee-46cd-ac66-19f50e4e9503	19	9490898	11123101	707	0.5787
0896cb74-deee-46cd-ac66-19f50e4e9503	19	11126128	12263029	569	0.4916
0896cb74-deee-46cd-ac66-19f50e4e9503	19	12263404	12557003	175	0.0941
0896cb74-deee-46cd-ac66-19f50e4e9503	19	12557409	14092798	634	0.2688
0896cb74-deee-46cd-ac66-19f50e4e9503	19	14100582	14372533	73	0.0759
0896cb74-deee-46cd-ac66-19f50e4e9503	19	14379297	17065513	1659	-0.1711
0896cb74-deee-46cd-ac66-19f50e4e9503	19	17069337	17628286	220	0.2006
0896cb74-deee-46cd-ac66-19f50e4e9503	19	17628521	24158207	3449	-0.1603
0896cb74-deee-46cd-ac66-19f50e4e9503	19	24159593	58586487	18029	-0.0036
0896cb74-deee-46cd-ac66-19f50e4e9503	20	80664	1579916	1198	0.1611
0896cb74-deee-46cd-ac66-19f50e4e9503	20	1580141	1613247	46	-0.5877
0896cb74-deee-46cd-ac66-19f50e4e9503	20	1617300	14815008	9924	0.162
0896cb74-deee-46cd-ac66-19f50e4e9503	20	14815023	14843259	45	-0.3463
0896cb74-deee-46cd-ac66-19f50e4e9503	20	14849950	17091603	2133	0.1451
0896cb74-deee-46cd-ac66-19f50e4e9503	20	17092531	30193847	6660	0.2757
0896cb74-deee-46cd-ac66-19f50e4e9503	20	30206919	30367103	34	0.1374
0896cb74-deee-46cd-ac66-19f50e4e9503	20	30374569	40507673	5165	0.0152
0896cb74-deee-46cd-ac66-19f50e4e9503	20	40509148	40510118	2	-2.4827
0896cb74-deee-46cd-ac66-19f50e4e9503	20	40515165	64324800	17132	0.0153
0896cb74-deee-46cd-ac66-19f50e4e9503	21	10354168	10558276	51	-0.1041
0896cb74-deee-46cd-ac66-19f50e4e9503	21	10558331	10642546	30	-0.4211
0896cb74-deee-46cd-ac66-19f50e4e9503	21	10643703	46677045	23757	0.0034
0896cb74-deee-46cd-ac66-19f50e4e9503	22	15294547	18917479	1139	0.0259
0896cb74-deee-46cd-ac66-19f50e4e9503	22	18918078	19018612	51	-0.9339
0896cb74-deee-46cd-ac66-19f50e4e9503	22	19019471	23815063	3089	0.0571
0896cb74-deee-46cd-ac66-19f50e4e9503	22	23820816	23823674	4	-1.6797
0896cb74-deee-46cd-ac66-19f50e4e9503	22	23827520	50796027	18971	0.0115
0896cb74-deee-46cd-ac66-19f50e4e9503	X	251810	155952689	83201	0.0061
0896cb74-deee-46cd-ac66-19f50e4e9503	Y	2782397	8291973	1711	-0.8478
0896cb74-deee-46cd-ac66-19f50e4e9503	Y	8295157	8616205	241	-0.5321
0896cb74-deee-46cd-ac66-19f50e4e9503	Y	8620930	14856010	2003	-0.8721
0896cb74-deee-46cd-ac66-19f50e4e9503	Y	14876558	56872112	2682	-1.1804
